run_id,dataset,backend,npoints,arm,repeat,k,budget,status,solve_time_s,simplex_iters,barrier_iters,dobj,gurobi_maxmem_gb
Tiny,Tiny,highs,25,warm_simplex,2,3,271086.07,OPTIMAL,0.0004,4,0,26.292739,NaN
Tiny,Tiny,highs,25,warm_simplex,2,4,272157.56,OPTIMAL,0.0004,3,0,22.488434,NaN
Tiny,Tiny,highs,25,warm_simplex,2,5,273229.05,OPTIMAL,0.0004,4,0,21.227639,NaN
Tiny,Tiny,highs,25,warm_simplex,2,6,274300.53,OPTIMAL,0.0003,1,0,20.237996,NaN
Tiny,Tiny,highs,25,warm_simplex,2,7,275372.02,OPTIMAL,0.0003,1,0,19.627757,NaN
Tiny,Tiny,highs,25,warm_simplex,2,8,276443.51,OPTIMAL,0.0003,1,0,19.066673,NaN
Tiny,Tiny,highs,25,warm_simplex,2,9,277514.99,OPTIMAL,0.0004,5,0,18.675804,NaN
Tiny,Tiny,highs,25,warm_simplex,2,10,278586.48,OPTIMAL,0.0004,3,0,18.417856,NaN
Tiny,Tiny,highs,25,warm_simplex,2,11,279657.97,OPTIMAL,0.0003,1,0,18.163734,NaN
Tiny,Tiny,highs,25,warm_simplex,2,12,280729.45,OPTIMAL,0.0003,1,0,17.919271,NaN
Tiny,Tiny,highs,25,warm_simplex,2,13,281800.94,OPTIMAL,0.0003,1,0,17.694451,NaN
Tiny,Tiny,highs,25,warm_simplex,2,14,282872.43,OPTIMAL,0.0004,2,0,17.481136,NaN
Tiny,Tiny,highs,25,warm_simplex,2,15,283943.91,OPTIMAL,0.0002,0,0,17.285075,NaN
Tiny,Tiny,highs,25,warm_simplex,2,16,285015.4,OPTIMAL,0.0002,0,0,17.089015,NaN
Tiny,Tiny,highs,25,warm_simplex,2,17,286086.89,OPTIMAL,0.0002,0,0,16.892954,NaN
Tiny,Tiny,highs,25,warm_simplex,2,18,287158.37,OPTIMAL,0.0002,0,0,16.696893,NaN
Tiny,Tiny,highs,25,warm_simplex,2,19,288229.86,OPTIMAL,0.0002,0,0,16.500833,NaN
Tiny,Tiny,highs,25,warm_simplex,2,20,289301.34,OPTIMAL,0.0002,0,0,16.304772,NaN
Tiny,Tiny,highs,25,warm_simplex,2,21,290372.83,OPTIMAL,0.0003,1,0,16.116488,NaN
Tiny,Tiny,highs,25,warm_simplex,2,22,291444.32,OPTIMAL,0.0003,2,0,15.943208,NaN
Tiny,Tiny,highs,25,warm_simplex,2,23,292515.8,OPTIMAL,0.0003,1,0,15.779536,NaN
